﻿msg_0,[end]
msg_364,"[color(yellow)][var(msg_var_0)][color(white)]
そうですね…
[color(green)][var(msg_var_1)][color(white)]を差し上げましょう。
[wait][clear][end]"
msg_365,"[color(yellow)][var(msg_var_0)][color(white)]
そうですね…
[color(green)]￥[var(msg_var_2)][color(white)]差し上げましょう。
[wait][clear][end]"
msg_366,"[color(yellow)][var(msg_var_0)][color(white)]
そうですね…
でしたら、貴方を[color(green)]癒して[color(white)]差し上げましょう。
以後、身体を気遣われる事です…
[wait][clear][end]"
msg_367,"[color(yellow)][var(msg_var_0)][color(white)]
では、貴方に御加護があらん事を…
[wait][clear][end]"
msg_368,"[color(yellow)][var(msg_var_0)][color(white)]
この様な場で、人間を見掛けるとは
意外でした…
[wait][clear][end]"
msg_369,"[color(green)]選択肢ジャンプの挙動エラーです[color(white)]
[end]"
msg_370,"[color(yellow)][var(msg_var_0)][color(white)]
芳しい香気の元は、貴方でしたか…
ふふふふふ…
エステで、美に磨きを掛けられたご様子ですね。
[wait][clear][end]"
msg_371,"[color(yellow)][var(msg_var_0)][color(white)]
クレオパトラか、楊貴妃か…
エステで、更なる美しさを身に付けましたね。
とにかく、今日の貴方はお美しい限りです！
[wait][clear][end]"
msg_372,"[color(yellow)][var(msg_var_0)][color(white)]
ふふふふふ…お美しい方です。
貴方は、エステの効果を最大限に引き出す
素材をお持ちなのですね…
[wait][clear][end]"
msg_373,"[color(yellow)][var(msg_var_0)][color(white)]
どうやらエステにでも通っている様ですね！
全く、空いた口が塞がらない…
[wait][clear][end]"
msg_374,"[color(yellow)][var(msg_var_0)][color(white)]
中身の無い男性ほど、容姿に拘ると言いますが、
まさか、貴方がエステに通われていようとは…
全く、失望させられました…
[wait][clear][end]"
msg_375,"[color(yellow)][var(msg_var_0)][color(white)]
その香気から察しましても、
貴方がエステに通われた事は否定出来ますまい…
いいですか…汗の臭いこそ、男性の証なのです！
[wait][clear][end]"
msg_376,"[color(yellow)][var(msg_var_0)][color(white)]
裏道の何処かに、「武将の祠」という場所が
あるそうです。
どの様な武将が祭られているのでしょう…
[wait][clear][end]"
msg_377,"[color(yellow)][var(msg_var_0)][color(white)]
「清姫」という「女性」を御存知でしょうか？
その容姿からは、想像も出来ぬ程の
綺麗好きだそうです…
[wait][clear][end]"
msg_378,"[color(yellow)][var(msg_var_0)][color(white)]
「Ｂ２ルート」には、
宝の山が眠っているという噂です…
願わくば、私もあやかりたいものです…
[wait][clear][end]"
msg_379,"[color(yellow)][var(msg_var_0)][color(white)]
「Ｂ３ルート」には、
宝の山が眠っているという噂です…
願わくば、私もあやかりたいものです…
[wait][clear][end]"
msg_380,"[color(yellow)][var(msg_var_0)][color(white)]
先日「ラスプーチン」という方が
「配電盤の鍵」を拾ったと申しておりました。
さて…何に使うのやら？
[wait][clear][end]"
msg_381,"[color(yellow)][var(msg_var_0)][color(white)]
当然の事ですが
鏡に映ったものは、左右逆になります…
御存知ですね？
[wait][clear][end]"
msg_382,"[color(yellow)][var(msg_var_0)][color(white)]
この建物の最下層に「宝部屋」があるそうです…
しかし、入り口は見当たらない様です。
ふふふふふ…謎を解く事も試練でしょうね。
[wait][clear][end]"
msg_383,"[color(yellow)][var(msg_var_0)][color(white)]
「宝部屋」に入りたいのですか？
でしたら、「リヴァイアサン」に頼む事です…
あの者であれば、貴方の望みを叶えましょう。
[wait][clear][end]"
msg_384,"[color(yellow)][var(msg_var_0)][color(white)]
「セケル」という悪魔の飛行能力は御存知ですか？
以前に「機械橋」を越えて
飛び去って行った所を目撃しました…
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
あの飛行能力を利用すれば
向こう岸にあるスイッチを押し
「機械橋」を開く事が出来るでしょう。
[wait][clear][end]"
msg_385,"[color(yellow)][var(msg_var_0)][color(white)]
エントランスから第八区画に通じる通路が
今、岩で塞がれています。
その通路が利用出来れば大変便利なのですが…
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
「ギリメカラ」という怪物に頼めば
その岩を退かして頂けるかも知れません。
やるだけの価値はあるかと思いますが…
[wait][clear][end]"
msg_386,"[color(yellow)][var(msg_var_0)][color(white)]
私と同じケルトに「ルーグ」という神がいます。
彼の神、別に「イルダーナ」なる名を
持っています。
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
比類無き力、正に神の中の神…
貴方も何時の日か、その力を手にする日が
来るかも知れませんね。
[wait][clear][end]"
msg_387,"[color(yellow)][var(msg_var_0)][color(white)]
このモナドマンダラの何処かにペルシャの魔龍
「アジ・ダハーカ」の棲む間があります。
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
その魔龍、かつて自分を倒した勇者
「ファリードゥーン[half_tab]」に復讐を果たすべく
彼が来るのを待ち続けているそうです。
[wait][clear][end]"
msg_388,[end]
msg_389,[end]
msg_390,"[color(yellow)][var(msg_var_0)][color(white)]
この話は、他の方にはご内密に願いたい。
実は、[color(orange)]伝説の日本刀[color(white)]には
[color(orange)]隠れた力が宿っている[color(white)]という噂です。
[wait][clear][end]"
msg_391,"[color(yellow)][var(msg_var_0)][color(white)]
この話は、他の方にはご内密に願いたい。
実は、[color(orange)]伝説の日本刀[color(white)]は
[color(orange)]最強[color(white)]かもしれぬという噂です。
[wait][clear][end]"
msg_392,"[color(yellow)][var(msg_var_0)][color(white)]
この話は、他の方にはご内密に願いたい。
実は、[color(orange)]伝説のハンドガン[color(white)]には
[color(orange)]隠れた力が宿っている[color(white)]という噂です。
[wait][clear][end]"
msg_393,"[color(yellow)][var(msg_var_0)][color(white)]
この話は、他の方にはご内密に願いたい。
実は、[color(orange)]伝説のハンドガン[color(white)]は
[color(orange)]最強[color(white)]かもしれぬという噂です。
[wait][clear][end]"
msg_394,"[color(yellow)][var(msg_var_0)][color(white)]
この話は、他の方にはご内密に願いたい。
実は、[color(orange)]伝説のコイン[color(white)]には
[color(orange)]隠れた力が宿っている[color(white)]という噂です。
[wait][clear][end]"
msg_395,"[color(yellow)][var(msg_var_0)][color(white)]
この話は、他の方にはご内密に願いたい。
実は、[color(orange)]伝説のコイン[color(white)]は
[color(orange)]最強[color(white)]かもしれぬという噂です。
[wait][clear][end]"
msg_396,"[color(yellow)][var(msg_var_0)][color(white)]
この話は、他の方にはご内密に願いたい。
実は、[color(orange)]伝説のグラブ[color(white)]には
[color(orange)]隠れた力が宿っている[color(white)]という噂です。
[wait][clear][end]"
msg_397,"[color(yellow)][var(msg_var_0)][color(white)]
この話は、他の方にはご内密に願いたい。
実は、[color(orange)]伝説のグラブ[color(white)]は
[color(orange)]最強[color(white)]かもしれぬという噂です。
[wait][clear][end]"
msg_398,"[color(yellow)][var(msg_var_0)][color(white)]
この話は、他の方にはご内密に願いたい。
実は、[color(orange)]伝説のレイピア[color(white)]には
[color(orange)]隠れた力が宿っている[color(white)]という噂です。
[wait][clear][end]"
msg_399,"[color(yellow)][var(msg_var_0)][color(white)]
この話は、他の方にはご内密に願いたい。
実は、[color(orange)]伝説のレイピア[color(white)]は
[color(orange)]最強[color(white)]かもしれぬという噂です。
[wait][clear][end]"
msg_400,"[color(yellow)][var(msg_var_0)][color(white)]
しかも、[color(orange)]かなり強力[color(white)]と聞きました。
[wait][clear][end]"
msg_401,"[color(yellow)][var(msg_var_0)][color(white)]
ですが…
[color(orange)]かなり弱い[color(white)]と聞きました。
ふふふふふ…
[wait][clear][end]"
msg_402,"[color(yellow)][var(msg_var_0)][color(white)]
然程の強さは有りませんが、
[color(orange)]他の秘密魔法と合体する[color(white)]様ですね。
[wait][clear][end]"
msg_403,"[color(yellow)][var(msg_var_0)][color(white)]
ジャックランタンという悪魔を御存知でしょうか？
実は、[color(orange)]ダイナミックアギラオ[color(white)]という
魔法を隠し持っている様です…
[wait][clear][end]"
msg_404,"[color(yellow)][var(msg_var_0)][color(white)]
ジャックフロストという悪魔を御存知でしょうか？
実は、[color(orange)]アトミックブフーラ[color(white)]という
魔法を隠し持っている様です…
[wait][clear][end]"
msg_405,"[color(yellow)][var(msg_var_0)][color(white)]
スチュパリデスという悪魔を御存知でしょうか？
実は、[color(orange)]デンジャラスガルーラ[color(white)]という
魔法を隠し持っている様です…
[wait][clear][end]"
msg_406,"[color(yellow)][var(msg_var_0)][color(white)]
バルバトスという悪魔を御存知でしょうか？
実は、[color(orange)]グレイトマグナス[color(white)]という
魔法を隠し持っている様です…
[wait][clear][end]"
msg_407,"[color(yellow)][var(msg_var_0)][color(white)]
アンクウという悪魔を御存知でしょうか？
実は、[color(orange)]ハイパージオンガ[color(white)]という
魔法を隠し持っている様です…
[wait][clear][end]"
msg_408,"[color(yellow)][var(msg_var_0)][color(white)]
カナロアという悪魔を御存知でしょうか？
実は、[color(orange)]ワンダフルアクエス[color(white)]という
魔法を隠し持っている様です…
[wait][clear][end]"
msg_409,"[color(yellow)][var(msg_var_0)][color(white)]
デメテールという悪魔を御存知でしょうか？
実は、[color(orange)]ウルトラフレイラ[color(white)]という
魔法を隠し持っている様です…
[wait][clear][end]"
msg_410,"[color(yellow)][var(msg_var_0)][color(white)]
サキュバスという悪魔を御存知でしょうか？
実は、[color(orange)]超メギド[color(white)]という
魔法を隠し持っている様です…
[wait][clear][end]"
msg_411,"[color(yellow)][var(msg_var_0)][color(white)]
特に貴方にお教えする様な
情報は御座いません。
その代わりと言ってはなんですが…
[wait][clear][end]"
msg_412,"[color(yellow)][var(msg_var_0)][color(white)]
ふむ…
この私と「契約」している様ですので、
「約束」通り、貴方の力になりましょう。
[wait][clear]
[end]"
msg_413,"どの様に致しましょう？
[end_choice][clear][end]"
msg_413_Choice1,アイテムが欲しい
msg_413_Choice2,お金が欲しい
msg_413_Choice3,情報が欲しい
msg_413_Choice4,[if(CBIT_HEAR_RUMOR)]噂を流して欲しい
msg_414,"噂を広めたくば、遠慮無く…
[end_choice][clear][end]"
msg_414_Choice1,[if(CBIT_HEAR_WEPON)]伝説の武器関連
msg_414_Choice2,[if(CBIT_HEAR_MAGIC)]魔法関連
msg_414_Choice3,特に無い
msg_415,"噂を広めたくば、遠慮無く…
[end_choice][clear][end]"
msg_415_Choice1,[if(CBIT_HEAR_WEPON)]伝説の武器関連
msg_415_Choice2,[if(CBIT_HEAR_MAGIC)]魔法関連
msg_415_Choice3,[if(CBIT_HEAR_MAP1)]このダンジョンの噂
msg_415_Choice4,特に無い
msg_416,"[color(yellow)][var(msg_var_0)][color(white)]
その噂は、既に公然になっております…
他の噂になさったら如何でしょうか？
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
別の噂は、御座いませんか？
[wait][clear][end]"
msg_417,"どの様な「武器」でしょう？
[end_choice][clear][end]"
msg_417_Choice1,[if(CBIT_HEAR_SWD)]伝説の日本刀
msg_417_Choice2,[if(CBIT_HEAR_GUN)]伝説のハンドガン
msg_417_Choice3,[if(CBIT_HEAR_GTR)]伝説のコイン
msg_417_Choice4,[if(CBIT_HEAR_FST)]伝説のグラブ
msg_417_Choice5,[if(CBIT_HEAR_FLW)]伝説のレイピア
msg_417_Choice6,やっぱりやめる
msg_418,"何方の「魔法」でしょう？
[end_choice][clear][end]"
msg_418_Choice1,[if(CBIT_HEAR_AGI)]ジャックランタン
msg_418_Choice2,[if(CBIT_HEAR_BUF)]ジャックフロスト
msg_418_Choice3,[if(CBIT_HEAR_GAR)]スチュパリデス
msg_418_Choice4,[if(CBIT_HEAR_MAG)]バルバトス
msg_418_Choice5,[if(CBIT_RESERVE_Ff)]他の悪魔
msg_418_Choice6,やっぱりやめる
msg_419,"何方の「魔法」でしょう？
[end_choice][clear][end]"
msg_419_Choice1,[if(CBIT_HEAR_JIO)]アンクウ
msg_419_Choice2,[if(CBIT_HEAR_AQU)]カナロア
msg_419_Choice3,[if(CBIT_HEAR_FRA)]デメテール
msg_419_Choice4,[if(CBIT_HEAR_MEG)]サキュバス
msg_419_Choice5,[if(CBIT_RESERVE_Fe)]他の悪魔
msg_419_Choice6,やっぱりやめる
msg_420,"どの様な噂でしょう？
[end_choice][clear][end]"
msg_420_Choice1,[if(CBIT_HEAR_MAP1)]管制室の配電盤が隠し部屋に通じている
msg_420_Choice2,[if(CBIT_HEAR_MAP2)]制御室の開かずの扉から廃液処理場に行ける
msg_420_Choice3,やっぱりやめる
msg_421,"その「日本刀」が如何なされました？
[end_choice][clear][end]"
msg_421_Choice1,[if(CBIT_HEAR_SWD_G)][if_not(IBIT_SWD_LGND_G)]実は最強？
msg_421_Choice2,[if(CBIT_HEAR_SWD_L)][if_not(IBIT_SWD_LGND_S)]隠された力がある
msg_421_Choice3,[if_not(IBIT_SWD_LGND_N)]やっぱり普通
msg_421_Choice4,[if_not(IBIT_SWD_LGND_B)]やっぱりやめる
msg_422,"その「ハンドガン」が如何なされました？
[end_choice][clear][end]"
msg_422_Choice1,[if(CBIT_HEAR_GUN_G)][if_not(IBIT_GUN_LGND_G)]実は最強？
msg_422_Choice2,[if(CBIT_HEAR_GUN_L)][if_not(IBIT_GUN_LGND_S)]隠された力がある
msg_422_Choice3,[if_not(IBIT_GUN_LGND_N)]やっぱり普通
msg_422_Choice4,[if_not(IBIT_GUN_LGND_B)]やっぱりやめる
msg_423,"その「コイン」が如何なされました？
[end_choice][clear][end]"
msg_423_Choice1,[if(CBIT_HEAR_GTR_G)][if_not(IBIT_CON_LGND_G)]実は最強？
msg_423_Choice2,[if(CBIT_HEAR_GTR_L)][if_not(IBIT_CON_LGND_S)]隠された力がある
msg_423_Choice3,[if_not(IBIT_CON_LGND_N)]やっぱり普通
msg_423_Choice4,[if_not(IBIT_CON_LGND_B)]やっぱりやめる
msg_424,"その「グラブ」が如何なされました？
[end_choice][clear][end]"
msg_424_Choice1,[if(CBIT_HEAR_FST_G)][if_not(IBIT_FST_LGND_G)]実は最強？
msg_424_Choice2,[if(CBIT_HEAR_FST_L)][if_not(IBIT_FST_LGND_S)]隠された力がある
msg_424_Choice3,[if_not(IBIT_FST_LGND_N)]やっぱり普通
msg_424_Choice4,[if_not(IBIT_FST_LGND_B)]やっぱりやめる
msg_425,"その「レイピア」が如何なされました？
[end_choice][clear][end]"
msg_425_Choice1,[if(CBIT_HEAR_FLW_G)][if_not(IBIT_NSW_LGND_G)]実は最強？
msg_425_Choice2,[if(CBIT_HEAR_FLW_L)][if_not(IBIT_NSW_LGND_S)]隠された力がある
msg_425_Choice3,[if_not(IBIT_NSW_LGND_N)]やっぱり普通
msg_425_Choice4,[if_not(IBIT_NSW_LGND_B)]やっぱりやめる
msg_426,"ジャックランタンが如何なされました？
[end_choice][clear][end]"
msg_426_Choice1,[if(CBIT_HEAR_AGI_L)][if_not(BBIT_D_AGIRAO_L)]Ｄアギラオは強い
msg_426_Choice2,[if(CBIT_HEAR_AGI_M)][if_not(CBIT_HEAR_AGI_S)]ダイナミックアギラオを使う
msg_426_Choice3,[if(CBIT_HEAR_AGI_S)][if_not(BBIT_D_AGIRAO_M)]Ｄアギラオは普通
msg_426_Choice4,[if(CBIT_HEAR_AGI_S)][if_not(BBIT_D_AGIRAO_S)]Ｄアギラオは弱い
msg_426_Choice5,[if(CBIT_HEAR_AGI_C)][if_not(BBIT_D_AGIRAO_C)]Ｄアギラオは合体する
msg_426_Choice6,やっぱりやめる
msg_427,"ジャックフロストが如何なされました？
[end_choice][clear][end]"
msg_427_Choice1,[if(CBIT_HEAR_BUF_L)][if_not(BBIT_A_BUFURA_L)]Ａブフーラは強い
msg_427_Choice2,[if(CBIT_HEAR_BUF_M)][if_not(CBIT_HEAR_BUF_S)]アトミックブフーラを使う
msg_427_Choice3,[if(CBIT_HEAR_BUF_S)][if_not(BBIT_A_BUFURA_M)]Ａブフーラは普通
msg_427_Choice4,[if(CBIT_HEAR_BUF_S)][if_not(BBIT_A_BUFURA_S)]Ａブフーラは弱い
msg_427_Choice5,[if(CBIT_HEAR_BUF_C)][if_not(BBIT_A_BUFURA_C)]Ａブフーラは合体する
msg_427_Choice6,やっぱりやめる
msg_428,"スチュパリデスが如何なされました？
[end_choice][clear][end]"
msg_428_Choice1,[if(CBIT_HEAR_GAR_L)][if_not(BBIT_D_GARURA_L)]Ｄガルーラは強い
msg_428_Choice2,[if(CBIT_HEAR_GAR_M)][if_not(CBIT_HEAR_GAR_S)]デンジャラスガルーラを使う
msg_428_Choice3,[if(CBIT_HEAR_GAR_S)][if_not(BBIT_D_GARURA_M)]Ｄガルーラは普通
msg_428_Choice4,[if(CBIT_HEAR_GAR_S)][if_not(BBIT_D_GARURA_S)]Ｄガルーラは弱い
msg_428_Choice5,[if(CBIT_HEAR_GAR_C)][if_not(BBIT_D_GARURA_C)]Ｄガルーラは合体する
msg_428_Choice6,やっぱりやめる
msg_429,"バルバトスが如何なされました？
[end_choice][clear][end]"
msg_429_Choice1,[if(CBIT_HEAR_MAG_L)][if_not(BBIT_G_MAGNAS_L)]Ｇマグナスは強い
msg_429_Choice2,[if(CBIT_HEAR_MAG_M)][if_not(CBIT_HEAR_MAG_S)]グレイトマグナスを使う
msg_429_Choice3,[if(CBIT_HEAR_MAG_S)][if_not(BBIT_G_MAGNAS_M)]Ｇマグナスは普通
msg_429_Choice4,[if(CBIT_HEAR_MAG_S)][if_not(BBIT_G_MAGNAS_S)]Ｇマグナスは弱い
msg_429_Choice5,[if(CBIT_HEAR_MAG_C)][if_not(BBIT_G_MAGNAS_C)]Ｇマグナスは合体する
msg_429_Choice6,やっぱりやめる
msg_430,"アンクウが如何なされました？
[end_choice][clear][end]"
msg_430_Choice1,[if(CBIT_HEAR_JIO_L)][if_not(BBIT_H_JIONGA_L)]Ｈジオンガは強い
msg_430_Choice2,[if(CBIT_HEAR_JIO_M)][if_not(CBIT_HEAR_JIO_S)]ハイパージオンガを使う
msg_430_Choice3,[if(CBIT_HEAR_JIO_S)][if_not(BBIT_H_JIONGA_M)]Ｈジオンガは普通
msg_430_Choice4,[if(CBIT_HEAR_JIO_S)][if_not(BBIT_H_JIONGA_S)]Ｈジオンガは弱い
msg_430_Choice5,[if(CBIT_HEAR_JIO_C)][if_not(BBIT_H_JIONGA_C)]Ｈジオンガは合体する
msg_430_Choice6,やっぱりやめる
msg_431,"カナロアが如何なされました？
[end_choice][clear][end]"
msg_431_Choice1,[if(CBIT_HEAR_AQU_L)][if_not(BBIT_W_AQUES_L)]Ｗアクエスは強い
msg_431_Choice2,[if(CBIT_HEAR_AQU_M)][if_not(CBIT_HEAR_AQU_S)]ワンダフルアクエスを使う
msg_431_Choice3,[if(CBIT_HEAR_AQU_S)][if_not(BBIT_W_AQUES_M)]Ｗアクエスは普通
msg_431_Choice4,[if(CBIT_HEAR_AQU_S)][if_not(BBIT_W_AQUES_S)]Ｗアクエスは弱い
msg_431_Choice5,[if(CBIT_HEAR_AQU_C)][if_not(BBIT_W_AQUES_C)]Ｗアクエスは合体する
msg_431_Choice6,やっぱりやめる
msg_432,"デメテールが如何なされました？
[end_choice][clear][end]"
msg_432_Choice1,[if(CBIT_HEAR_FRA_L)][if_not(BBIT_U_FRAIRA_L)]Ｕフレイラは強い
msg_432_Choice2,[if(CBIT_HEAR_FRA_M)][if_not(CBIT_HEAR_FRA_S)]ウルトラフレイラを使う
msg_432_Choice3,[if(CBIT_HEAR_FRA_S)][if_not(BBIT_U_FRAIRA_M)]Ｕフレイラは普通
msg_432_Choice4,[if(CBIT_HEAR_FRA_S)][if_not(BBIT_U_FRAIRA_S)]Ｕフレイラは弱い
msg_432_Choice5,[if(CBIT_HEAR_FRA_C)][if_not(BBIT_U_FRAIRA_C)]Ｕフレイラは合体する
msg_432_Choice6,やっぱりやめる
msg_433,"サキュバスが如何なされました？
[end_choice][clear][end]"
msg_433_Choice1,[if(CBIT_HEAR_MEG_L)][if_not(BBIT_C_MEGIDO_L)]超メギドは強い
msg_433_Choice2,[if(CBIT_HEAR_MEG_M)][if_not(CBIT_HEAR_MEG_S)]超メギドを使う
msg_433_Choice3,[if(CBIT_HEAR_MEG_S)][if_not(BBIT_C_MEGIDO_M)]超メギドは普通
msg_433_Choice4,[if(CBIT_HEAR_MEG_S)][if_not(BBIT_C_MEGIDO_S)]超メギドは弱い
msg_433_Choice5,[if(CBIT_HEAR_MEG_C)][if_not(BBIT_C_MEGIDO_C)]超メギドは合体する
msg_433_Choice6,やっぱりやめる
msg_434,"[color(yellow)][var(msg_var_0)][color(white)]
ふむ…
その様な噂があろうとは…
早速、広めておきましょう。
[wait][clear][end]"
msg_435,"[color(yellow)][var(msg_var_0)][color(white)]
むぅ…噂が無いとは残念です。
仕方有りませんね…
次回に期待していますよ。
[wait][clear][end]"
msg_436,"[color(yellow)][var(msg_var_0)][color(white)]
わ、私はお見通しです…
貴方の[color(orange)]日本刀[color(white)]は、[color(orange)]鉄屑[color(white)]だという事を…
この噂、広めさせて頂きます！
[wait][clear][end]"
msg_437,"[color(yellow)][var(msg_var_0)][color(white)]
わ、私はお見通しです…
貴方の[color(orange)]ハンドガン[color(white)]は、[color(orange)]鉄屑[color(white)]だという事を…
この噂、広めさせて頂きます！
[wait][clear][end]"
msg_438,"[color(yellow)][var(msg_var_0)][color(white)]
わ、私はお見通しです…
貴方の[color(orange)]コイン[color(white)]は、[color(orange)]偽金[color(white)]だという事を…
この噂、広めさせて頂きます！
[wait][clear][end]"
msg_439,"[color(yellow)][var(msg_var_0)][color(white)]
わ、私はお見通しです…
貴方の[color(orange)]グラブ[color(white)]は、[color(orange)]役立たず[color(white)]だという事を…
この噂、広めさせて頂きます！
[wait][clear][end]"
msg_440,"[color(yellow)][var(msg_var_0)][color(white)]
わ、私はお見通しです…
貴方の[color(orange)]レイピア[color(white)]は、[color(orange)]役立たず[color(white)]だという事を…
この噂、広めさせて頂きます！
[wait][clear][end]"
msg_441,"[color(yellow)][var(msg_var_0)][color(white)]
どうやら、私が思っていたよりも、
貴方は賢いのかもしれません…
そこで一つ、お伺いしておきたいのですが…
[wait][clear][end]"
msg_442,"永遠の命に関しての考えを、お聞かせ願いたい…
[end_choice][clear][end]"
msg_442_Choice1,全く興味がない…
msg_442_Choice2,わからない…
msg_442_Choice3,命に代えても手に入れたい！
msg_443,"[color(yellow)][var(msg_var_0)][color(white)]
ふふふふふ…
どうやら、貴方は、
「生」の意味を理解している御様子ですね…
[wait][clear][end]"
msg_444,"[color(yellow)][var(msg_var_0)][color(white)]
御自分の考えの一つも述べられぬ様では
先が思いやられます！！
[wait][clear][end]"
msg_445,"[color(yellow)][var(msg_var_0)][color(white)]
ふむ…貴方の答えは
矛盾ある、愚かな答えなのかもしれませんが
誰しも「永遠の命」への憧れはあるのでしょうね…
[wait][clear][end]"
msg_446,"[color(yellow)][var(msg_var_0)][color(white)]
貴方には[color(green)]占札／ＦＯＯＬのカード[color(white)]を差し上げます。
そのカードの前で、再度「永遠の命」について
考えて見て下さい…
[wait][clear][end]"
